3.333333333333333712e+02,1.000000000000000000e+00
3.326653306613226277e+02,1.000000000000000000e+00
3.319973279893119411e+02,1.000000000000000000e+00
3.313293253173013113e+02,1.000000000000000000e+00
3.306613226452906247e+02,1.000000000000000000e+00
3.299933199732799380e+02,1.000000000000000000e+00
3.293253173012691946e+02,1.000000000000000000e+00
3.286573146292585079e+02,1.000000000000000000e+00
3.279893119572478213e+02,1.000000000000000000e+00
3.273213092852371915e+02,1.000000000000000000e+00
3.266533066132265049e+02,1.000000000000000000e+00
3.259853039412157614e+02,1.000000000000000000e+00
3.253173012692050747e+02,1.000000000000000000e+00
3.246492985971943881e+02,1.000000000000000000e+00
3.239812959251837015e+02,1.000000000000000000e+00
3.233132932531730717e+02,1.000000000000000000e+00
3.226452905811623282e+02,1.000000000000000000e+00
3.219772879091516415e+02,1.000000000000000000e+00
3.213092852371409549e+02,1.000000000000000000e+00
3.206412825651302683e+02,1.000000000000000000e+00
3.199732798931195816e+02,1.000000000000000000e+00
3.193052772211088950e+02,1.000000000000000000e+00
3.186372745490982084e+02,1.000000000000000000e+00
3.179692718770875217e+02,1.000000000000000000e+00
3.173012692050768351e+02,1.000000000000000000e+00
3.166332665330661484e+02,1.000000000000000000e+00
3.159652638610554618e+02,1.000000000000000000e+00
3.152972611890447752e+02,1.000000000000000000e+00
3.146292585170340885e+02,1.000000000000000000e+00
3.139612558450234019e+02,1.000000000000000000e+00
3.132932531730127153e+02,1.000000000000000000e+00
3.126252505010020286e+02,1.000000000000000000e+00
3.119572478289912851e+02,1.000000000000000000e+00
3.112892451569806553e+02,1.000000000000000000e+00
3.106212424849699687e+02,1.000000000000000000e+00
3.099532398129592821e+02,1.000000000000000000e+00
3.092852371409485954e+02,1.000000000000000000e+00
3.086172344689378519e+02,1.000000000000000000e+00
3.079492317969271653e+02,1.000000000000000000e+00
3.072812291249165355e+02,1.000000000000000000e+00
3.066132264529058489e+02,1.000000000000000000e+00
3.059452237808951622e+02,1.000000000000000000e+00
3.052772211088844188e+02,1.000000000000000000e+00
3.046092184368737321e+02,1.000000000000000000e+00
3.039412157648631023e+02,1.000000000000000000e+00
3.032732130928524157e+02,1.000000000000000000e+00
3.026052104208417290e+02,1.000000000000000000e+00
3.019372077488309856e+02,1.000000000000000000e+00
3.012692050768202989e+02,1.000000000000000000e+00
3.006012024048096123e+02,1.000000000000000000e+00
2.999331997327989257e+02,1.000000000000000000e+00
2.992651970607882959e+02,1.000000000000000000e+00
2.985971943887775524e+02,1.000000000000000000e+00
2.979291917167668657e+02,1.000000000000000000e+00
2.972611890447561791e+02,1.000000000000000000e+00
2.965931863727454925e+02,1.000000000000000000e+00
2.959251837007348627e+02,1.000000000000000000e+00
2.952571810287241192e+02,1.000000000000000000e+00
2.945891783567134325e+02,1.000000000000000000e+00
2.939211756847027459e+02,1.000000000000000000e+00
2.932531730126920593e+02,1.000000000000000000e+00
2.925851703406813726e+02,1.000000000000000000e+00
2.919171676686706860e+02,1.000000000000000000e+00
2.912491649966599994e+02,1.000000000000000000e+00
2.905811623246493127e+02,1.000000000000000000e+00
2.899131596526386261e+02,1.000000000000000000e+00
2.892451569806279394e+02,1.000000000000000000e+00
2.885771543086172528e+02,1.000000000000000000e+00
2.879091516366065662e+02,1.000000000000000000e+00
2.872411489645958795e+02,1.000000000000000000e+00
2.865731462925851929e+02,1.000000000000000000e+00
2.859051436205745063e+02,1.000000000000000000e+00
2.852371409485638196e+02,1.000000000000000000e+00
